,Unnamed: 0,單位（12級）,一二級單位,單位序,原序,公文文號,登記單位,來文者/發文者,來文字號,來文日期,主旨,單位（僅一級）,單位（12級）.1,（承辦人）,承辦人員,發文時間,發文字號,年度號,分類號,案次號,卷次號,目次號,保存年限,媒體形式,數量（頁）,五層檔號,是否掃描,文件產生日期,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,0
2664,2664,學生事務處,學生事務處                              ,1939.0,1273.0,880002061.0,學生事務處          ,國立中央大學,,         ,本校學生社團演講思辯社為提昇高中生的辯論水準及培養高中生獨立思考之能力擬於八十八年七月十二至七月十八日舉行第八屆「金陵盃全國高中生辯論比賽」，懇請惠予指導並補助活動經費，請查照。,學生事務處,學生事務處,(賴惠珍),賴惠珍,088/06/24,(88)中大學字第2045號                          ,88.0,204.0,1.0,2.0,29.0,10.0,紙本,1.0,0088/204/01/2/29,（已掃描）,         088/06/24,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
2665,2665,學生事務處,學生事務處                              ,1940.0,1274.0,880002130.0,學生事務處          ,國立中央大學,,         ,檢送貴公司補助本校學生社團物理系學會辦理自然科學研習營活動贊助款新台幣一萬元自行收納統一收據乙紙，請查收。,學生事務處,學生事務處,(鄭秀琴),鄭秀琴,088/06/29,(88)中大學字第2134號                          ,88.0,204.0,1.0,2.0,30.0,10.0,紙本,1.0,0088/204/01/2/30,（已掃描）,         088/06/29,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
2666,2666,學生事務處,學生事務處                              ,1941.0,1275.0,880012301.0,總收文,文化建設基金管理委員會,八十八文建基字第0852號,088/06/30,貴校函請補助辦理「第八屆金陵盃全國高中生辯論比賽」活動經費乙案，本會因無是項經費預算，歉難辦理，請查照。,學生事務處,學生事務處,(賴惠珍),賴惠珍,,                                        ,88.0,204.0,1.0,2.0,31.0,10.0,紙本,2.0,0088/204/01/2/31,（已掃描）,088/06/30,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
2667,2667,學生事務處,學生事務處                              ,1942.0,1276.0,880012294.0,總收文,教育部,台(八八)訓(一)字第88075516號,088/06/29,貴校函請補助辦理「金陵盃全國高中生辯論比賽」活動案，同意補助部分活動經費新台幣參萬元整，請學校先行代墊辦理，並請於活動結束後，隨文檢具學校自行收納款項統一收據(領據註明「部分補助」字樣)暨活動成果報告，送部辦理核結歸墊，請查照。,學生事務處,學生事務處,(賴惠珍),賴惠珍,,                                        ,88.0,204.0,1.0,2.0,32.0,10.0,紙本,2.0,0088/204/01/2/32,（已掃描）,088/06/29,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
2668,2668,學生事務處,學生事務處                              ,1943.0,1277.0,880002260.0,學生事務處          ,國立中央大學,,         ,檢送貴公司補助本校學生社團「原愛社」，辦理八十八年度暑期服務活動，經費新台幣五萬元整，統一收據乙張，請查收並惠予撥款，請查照。,學生事務處,學生事務處,(郭振昌),郭振昌,088/07/07,(88)中大學字第2274號                          ,88.0,204.0,1.0,2.0,33.0,10.0,紙本,1.0,0088/204/01/2/33,（已掃描）,         088/07/07,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
2669,2669,學生事務處,學生事務處                              ,1944.0,1278.0,880002271.0,學生事務處          ,國立中央大學,,         ,檢送貴會補助本校「八十八年暑假暨第一學期志願服務」申請案，活動經費計新台幣二○五、二一六元整，統一收據乙張(編號：建262)，請查收並惠予撥款，請查照。,學生事務處,學生事務處,(郭振昌),郭振昌,088/07/07,(88)中大學字第2273號                          ,88.0,204.0,1.0,2.0,34.0,10.0,紙本,1.0,0088/204/01/2/34,（已掃描）,         088/07/07,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
2670,2670,學生事務處,學生事務處                              ,1945.0,1279.0,880002270.0,學生事務處          ,國立中央大學,,         ,檢送本校學生社團嚕啦啦等七社參加『大專院校帶動中小學社團發展計劃』成果報告書、餘額六千一百六十八元支票乙張，及經費補助使用明細表乙份，請查收。,學生事務處,學生事務處,(鄭秀琴),鄭秀琴,088/07/07,(88)中大學字第2271號                          ,88.0,204.0,1.0,2.0,35.0,10.0,紙本,1.0,0088/204/01/2/35,（已掃描）,         088/07/07,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
2671,2671,學生事務處,學生事務處                              ,1946.0,1280.0,880002225.0,學生事務處          ,國立中央大學,,         ,檢送貴會補助本校學生社團物理系學會辦理『八十八年度全國高中自然科學研習營』活動贊助款新台幣四萬四千元自行收納統一收據、課程表、講師名冊及費款入戶通知單各乙份，請查收。,學生事務處,學生事務處,(鄭秀琴),鄭秀琴,088/07/04,(88)中大學字第2306號                          ,88.0,204.0,1.0,2.0,36.0,10.0,紙本,1.0,0088/204/01/2/36,（已掃描）,         088/07/04,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
2672,2672,學生事務處,學生事務處                              ,1947.0,1281.0,880012576.0,總收文,行政院青年輔導委員會,(八八)青輔肆字第004915號,088/07/15,本會補助貴校八十八年暑假暨第一學期學生社團青年參與志願服務活動經費，計新台幣貳拾萬伍仟貳佰壹拾陸元整，業已匯入貴校第一銀行中壢分行，帳號：28150319166，戶名：國立中央大學，復請查照。,學生事務處,學生事務處,(郭振昌),郭振昌,,                                        ,88.0,204.0,1.0,2.0,37.0,10.0,紙本,2.0,0088/204/01/2/37,（已掃描）,088/07/15,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
2673,2673,學生事務處,學生事務處                              ,1948.0,1282.0,880012536.0,總收文,教育部,台(八八)訓(一)字第88082363號,088/07/13,貴校所送「大專院校社團帶動中小學社團合作計畫」成果報告乙份，同意備查；另所繳結餘款新台幣陸仟壹佰陸拾捌元整，業已辦理繳庫，請查照。,學生事務處,學生事務處,(鄭秀琴),鄭秀琴,,                                        ,88.0,204.0,1.0,2.0,38.0,10.0,紙本,2.0,0088/204/01/2/38,（已掃描）,088/07/13,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
2674,2674,學生事務處,學生事務處                              ,1949.0,1283.0,880012902.0,總收文,財團法人世華聯合商業銀行文化慈善基金會,,088/08/03,茲檢附本基金會贊助貴校演辯社舉行第八屆「金陵盃全國高中生辯論比賽」經費新台幣貳萬元支票乙紙(號碼：DA4946358)，敬請查收。,學生事務處,學生事務處,(賴惠珍),賴惠珍,,                                        ,88.0,204.0,1.0,2.0,39.0,10.0,紙本,2.0,0088/204/01/2/39,（已掃描）,088/08/03,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
2675,2675,學生事務處,學生事務處                              ,1950.0,1284.0,880002599.0,學生事務處          ,國立中央大學,,         ,檢送貴會補助本校學生社團物理系學會辦理全國高中自然科學研習營活動贊助款新台幣二萬元領據乙紙，請查收。,學生事務處,學生事務處,(鄭秀琴),鄭秀琴,088/08/04,(88)中大學字第2602號                          ,88.0,204.0,1.0,2.0,40.0,10.0,紙本,1.0,0088/204/01/2/40,（已掃描）,         088/08/04,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
2676,2676,學生事務處,學生事務處                              ,1951.0,1285.0,880002679.0,學生事務處          ,國立中央大學,,         ,檢送貴會補助本校學生社團物理系學會辦理全國高中自然科學研習營活動經費收支明細表、活動成果報告及營手札各乙份，請查收。,學生事務處,學生事務處,(鄭秀琴),鄭秀琴,088/08/11,(88)中大學字第2691號                          ,88.0,204.0,1.0,2.0,41.0,10.0,紙本,1.0,0088/204/01/2/41,（已掃描）,         088/08/11,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
2677,2677,學生事務處,學生事務處                              ,1952.0,1286.0,880002711.0,學生事務處          ,國立中央大學,,         ,檢送貴所補助本校學生社團國樂社辦理暑期巡迴表演活動贊助款新台幣壹萬伍仟元自行收納統一收據乙紙，請查收。,學生事務處,學生事務處,(江榮福),江榮福,088/08/12,(88)中大學字第2699號                          ,88.0,204.0,1.0,2.0,42.0,10.0,紙本,1.0,0088/204/01/2/42,（已掃描）,         088/08/12,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
2678,2678,學生事務處,學生事務處                              ,1953.0,1287.0,880002814.0,學生事務處          ,國立中央大學,,         ,本校學生社團國樂社擬訂於八月七日於東勢國小大禮堂舉行暑期巡迴表演，懇請惠予指導並補助活動經費，請查照。,學生事務處,學生事務處,(江榮福),江榮福,088/08/24,(88)中大學字第2801號                          ,88.0,204.0,1.0,2.0,43.0,10.0,紙本,1.0,0088/204/01/2/43,（已掃描）,         088/08/24,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
2679,2679,學生事務處,學生事務處                              ,1954.0,1288.0,880013325.0,總收文,教育部,台(八八)教中(四)字第88502950號,088/09/06,檢送「八十八學年度中小學生體育育樂營實施要點」、營隊分配表暨申請表各一份，其中申請表請於本(八十八)年九月三十日前逕送本部中部辦公室第四科，請查照。,學生事務處,學生事務處,(鄭秀琴),鄭秀琴,,                                        ,88.0,204.0,1.0,2.0,44.0,10.0,紙本,3.0,0088/204/01/2/44,（已掃描）,088/09/06,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
2680,2680,學生事務處,學生事務處                              ,1955.0,1289.0,880013690.0,總收文,中華汽車工業股份有限公司,(88)中車總發字第881146號,088/10/04,請貴校協助將本公司擬捐助貴校原愛社暑期活動之經費，新台幣五萬元整，改以「中華汽車原住民文教基金會」為捐款單位，俾便該單位匯付款項。,學生事務處,學生事務處,(郭振昌),郭振昌,,                                        ,88.0,204.0,1.0,2.0,45.0,10.0,紙本,3.0,0088/204/01/2/45,（已掃描）,088/10/04,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
2681,2681,學生事務處,學生事務處                              ,1956.0,1290.0,880003332.0,學生事務處          ,國立中央大學,,         ,檢送鈞部補助本校學生社團演講思辯社辦理「第八屆金陵盃全國高中生辯論比賽」活動經費新台幣參萬元整領據暨成果報告書，請查照並惠予撥款。,學生事務處,學生事務處,(賴惠珍),賴惠珍,088/10/07,(88)中大學字第3300號                          ,88.0,204.0,1.0,2.0,46.0,10.0,紙本,1.0,0088/204/01/2/46,（已掃描）,         088/10/07,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
2682,2682,學生事務處,學生事務處                              ,1957.0,1291.0,880003421.0,學生事務處          ,國立中央大學,,         ,檢送貴公司之「原住民文教基金會」捐助本校學生社團「原愛社」，辦理八十八年度暑期服務活動，經費新台幣五萬元整，統一收據乙張(編號：000533)，請查收。,學生事務處,學生事務處,(郭振昌),郭振昌,088/10/18,(88)中大學字第3411號                          ,88.0,204.0,1.0,2.0,47.0,10.0,紙本,1.0,0088/204/01/2/47,（已掃描）,         088/10/18,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
2683,2683,學生事務處,學生事務處                              ,1958.0,1292.0,880003444.0,學生事務處          ,國立中央大學,,         ,檢送本校服務性社團申請貴會社會公益活動經費補助申請計劃表各三份。請查照。,學生事務處,學生事務處,(賴惠珍),賴惠珍,088/10/19,(88)中大學字第3427號                          ,88.0,204.0,1.0,2.0,48.0,10.0,紙本,1.0,0088/204/01/2/48,（已掃描）,         088/10/19,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
2684,2684,學生事務處,學生事務處                              ,1959.0,1293.0,880013910.0,總收文,教育部,台(八八)訓(一)字第88127291號,088/10/19,補助貴校「演講思辯社」辦理「第八屆金陵盃全國高中生辯論比賽」部分活動經費新台幣參萬元整，已另行撥付，請查照。,學生事務處,學生事務處,(賴惠珍),賴惠珍,,                                        ,88.0,204.0,1.0,2.0,49.0,10.0,紙本,2.0,0088/204/01/2/49,（已掃描）,088/10/19,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
2685,2685,學生事務處,學生事務處                              ,1960.0,1294.0,880014254.0,總收文,桃園縣立文化中心,八八桃縣文推字第3424號,088/11/10,貴校學生會辦理「兄弟姊妹站起來，全民大熱舞」耶誕舞會活動案，本中心同意補助新台幣壹拾萬元，餘如說明，復請查照。,學生事務處,學生事務處,(郭振昌),郭振昌,,                                        ,88.0,204.0,1.0,2.0,50.0,10.0,紙本,8.0,0088/204/01/2/50,（已掃描）,088/11/10,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
2686,2686,學生事務處,學生事務處                              ,1961.0,1295.0,880003888.0,學生事務處          ,國立中央大學,,         ,檢送鈞部補助本校學生社團辦理『大專院校帶動中小學社團發展計劃』活動經費玖萬柒仟零參拾參元整自行收納款項統一收據乙紙，請查收。,學生事務處,學生事務處,(黃惠如),黃惠如,088/11/25,(88)中大學字第3894號                          ,88.0,204.0,1.0,2.0,51.0,10.0,紙本,1.0,0088/204/01/2/51,（已掃描）,         088/11/25,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
2687,2687,學生事務處,學生事務處                              ,1962.0,1296.0,880003890.0,學生事務處          ,國立中央大學,,         ,本校學生社團中醫社為培養中醫社社員之能力、秉持發揚中國國粹及回饋中大師生，擬於八十八年十二月四日至九日於中央大學舉辦義診活動，懇請惠予指導並補助活動經費，請查照。,學生事務處,學生事務處,(賴惠珍),賴惠珍,088/11/25,(88)中大學字第3895號                          ,88.0,204.0,1.0,2.0,52.0,10.0,紙本,1.0,0088/204/01/2/52,（已掃描）,         088/11/25,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
2688,2688,學生事務處,學生事務處                              ,1963.0,1297.0,880003891.0,學生事務處          ,國立中央大學,,         ,本校學生社團「企管系學會」，擬訂於八十八年十二月四日至十二月五日，辦理全國大專院校企管系「北企盃」活動，惠請同意補助經費，請鑒核。,學生事務處,學生事務處,(郭振昌),郭振昌,088/11/25,(88)中大學字第3896號                          ,88.0,204.0,1.0,2.0,53.0,10.0,紙本,1.0,0088/204/01/2/53,（已掃描）,         088/11/25,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
2689,2689,學生事務處,學生事務處                              ,1964.0,1298.0,880003889.0,學生事務處          ,國立中央大學,,         ,本校學生社團「數學系學會」，擬訂於八十八年十二月十一日至十二月十二日，辦理全國大專院校數學系「大數盃」活動，惠請同意補助經費，請鑒核。,學生事務處,學生事務處,(郭振昌),郭振昌,088/11/25,(88)中大學字第3897號                          ,88.0,204.0,1.0,2.0,54.0,10.0,紙本,1.0,0088/204/01/2/54,（已掃描）,         088/11/25,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
2690,2690,學生事務處,學生事務處                              ,1965.0,1299.0,880014587.0,總收文,教育部中部辦公室,八八教中(四)字第88542462號,088/12/03,貴校八十八年十一月廿五日八八中大學字第三八九七號函敬悉。所送公私立高級中等以上學校學生社團舉辦校際體育活動補助經費申請案，業錄案彙整提會審查，如獲核定補助將另案通知。請查照。,學生事務處,學生事務處,(郭振昌),郭振昌,,                                        ,88.0,204.0,1.0,2.0,55.0,10.0,紙本,2.0,0088/204/01/2/55,（已掃描）,088/12/03,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
2691,2691,學生事務處,學生事務處                              ,1966.0,1300.0,880014582.0,總收文,教育部中部辦公室,八八教中(四)字第88542463號,088/12/03,貴校八十八年十一月廿五日八八中大學字第三八九六號函敬悉。所送公私立高級中等以上學校學生社團舉辦校際體育活動補助經費申請案，業錄案彙整提會審查，如獲核定補助將另案通知。請查照。,學生事務處,學生事務處,(郭振昌),郭振昌,,                                        ,88.0,204.0,1.0,2.0,56.0,10.0,紙本,2.0,0088/204/01/2/56,（已掃描）,088/12/03,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
2692,2692,學生事務處,學生事務處                              ,1967.0,1301.0,880004067.0,學生事務處          ,國立中央大學,,         ,檢送貴中心補助本校學生會辦理「兄弟姊妹站起來，全民大熱舞」耶誕舞會活動，新台幣壹拾萬元領款收據乙張(編號：369)，請查收並惠予撥款。,學生事務處,學生事務處,(郭振昌),郭振昌,088/12/08,(88)中大學字第4058號                          ,88.0,204.0,1.0,2.0,57.0,10.0,紙本,1.0,0088/204/01/2/57,（已掃描）,         088/12/08,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
2693,2693,學生事務處,學生事務處                              ,1968.0,1302.0,880004210.0,學生事務處          ,國立中央大學,,         ,本校彰友會社團擬舉辦『彰友週』大型藝文活動，敬請貴單位惠予撥款補助。,學生事務處,學生事務處,(黃惠如),黃惠如,088/12/20,(88)中大學字第4205號                          ,88.0,204.0,1.0,2.0,58.0,10.0,紙本,1.0,0088/204/01/2/58,（已掃描）,         088/12/20,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
2694,2694,學生事務處,學生事務處                              ,1969.0,1303.0,880004208.0,學生事務處          ,國立中央大學,,         ,本校彰友會社團擬舉辦『彰友週』大型藝文活動，敬請貴會惠予撥款補助。,學生事務處,學生事務處,(黃惠如),黃惠如,088/12/20,(88)中大學字第4206號                          ,88.0,204.0,1.0,2.0,59.0,10.0,紙本,1.0,0088/204/01/2/59,（已掃描）,         088/12/20,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
2695,2695,學生事務處,學生事務處                              ,1970.0,1304.0,880004207.0,學生事務處          ,國立中央大學,,         ,本校彰友會社團擬舉辦『彰友週』大型藝文活動，敬請貴單位惠予指導並協助。,學生事務處,學生事務處,(黃惠如),黃惠如,088/12/20,(88)中大學字第4207號                          ,88.0,204.0,1.0,2.0,60.0,10.0,紙本,1.0,0088/204/01/2/60,（已掃描）,         088/12/20,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
2696,2696,學生事務處,學生事務處                              ,1971.0,1305.0,890010632.0,總收文,宜蘭縣政府,八九府教社字第018051號,089/02/21,本府同意八十八學年度補助貴校辦理蘭陽週活動經費(詳如說明)，請查照。,學生事務處,學生事務處,(郭振昌),郭振昌,,                                        ,88.0,204.0,1.0,2.0,61.0,10.0,紙本,4.0,0088/204/01/2/61,（已掃描）,089/02/21,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
2697,2697,學生事務處,學生事務處                              ,1972.0,1306.0,880001074.0,學生事務處          ,國立中央大學,,         ,檢送本校學生徐宜嘉報名貴局舉辦之第三屆日文作文比賽報名表及作品一件。,學生事務處,學生事務處,(鄭秀琴),鄭秀琴,088/04/14,(88)中大學字第1037號                          ,88.0,204.0,1.0,2.0,62.0,10.0,紙本,1.0,0088/204/01/2/62,（已掃描）,         088/04/14,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
2698,2698,學生事務處,學生事務處                              ,1973.0,1307.0,880003073.0,學生事務處          ,國立中央大學,,         ,本校學生會，擬訂於八十八年九月十七日(星期五)，舉辦迎新演唱會，擬邀請香港籍歌手蔡炳泉先生至本校演唱，函請惠辦。,學生事務處,學生事務處,(郭振昌),郭振昌,088/09/16,(88)中大學字第3075號                          ,88.0,204.0,1.0,2.0,63.0,10.0,紙本,1.0,0088/204/01/2/63,（已掃描）,         088/09/16,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
2699,2699,學生事務處,學生事務處                              ,1974.0,1308.0,880013559.0,總收文,教育部,台(八八)高(三)字第88118310號,088/09/26,為因應九二一大地震救災之需求，特依緊急命令徵集各級學校館所現有帳棚、睡袋、睡墊、毛毯等物資，請查照。,學生事務處,學生事務處,(鄭秀琴),鄭秀琴,,                                        ,88.0,204.0,1.0,2.0,64.0,10.0,紙本,3.0,0088/204/01/2/64,（已掃描）,088/09/26,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
2700,2700,學生事務處,學生事務處                              ,1975.0,1309.0,880013608.0,總收文,教育部,台(八八)高(四)字第88118436號,088/09/29,為因應九二一大地震，請各校盡力協助校內學生因家中發生災變而致就學發生困難者，並請學校妥善運用「學雜費提撥就學獎補助」經費，優先協助受災學生順利就學，並於十月二十日前將各校協助情形一覽表送部彙辦，請查照辦理。,學生事務處,學生事務處,(賴惠珍),賴惠珍,,                                        ,88.0,204.0,1.0,2.0,65.0,10.0,紙本,3.0,0088/204/01/2/65,（已掃描）,088/09/29,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
2701,2701,學生事務處,學生事務處                              ,1976.0,1310.0,880013609.0,總收文,教育部,台(八八)訓(三)字第88119913號,088/09/29,檢送本部「九二一大地震災區學校輔導(心理復健)工作計畫」(附件另寄)，並請配合本部於國立彰化師範大學成立之「教育部學生輔導支援中心」，儘速統籌有關輔導資源，全力展開災後輔導工作，請查照辦理。,學生事務處,學生事務處,(徐夢玲),徐夢玲,,                                        ,88.0,204.0,1.0,2.0,66.0,10.0,紙本,4.0,0088/204/01/2/66,（已掃描）,088/09/29,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
2702,2702,學生事務處,學生事務處                              ,1977.0,1311.0,880013736.0,總收文,教育部,台(八八)訓(二)字第88123516號,088/10/06,九二一集集大地震造成嚴重傷亡，請各校加強相關配合因應措施，請查照。,學生事務處,學生事務處,(徐夢玲),徐夢玲,,                                        ,88.0,204.0,1.0,2.0,67.0,10.0,紙本,3.0,0088/204/01/2/67,（已掃描）,088/10/06,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
2703,2703,學生事務處,學生事務處                              ,1978.0,1312.0,880003483.0,學生事務處          ,國立中央大學,,         ,函送本校九二一大地震協助校內學生就學補助情形一覽表，請鑒核。,學生事務處,學生事務處,(賴惠珍),賴惠珍,088/10/21,(88)中大學字第3467號                          ,88.0,204.0,1.0,2.0,68.0,10.0,紙本,1.0,0088/204/01/2/68,（已掃描）,         088/10/21,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
2704,2704,學生事務處,學生事務處                              ,1979.0,1313.0,880014286.0,總收文,教育部,台(八八)訓(三)字第88140477號,088/11/11,請貴校繼續加強整合所屬輔導相關科系及輔導義工等輔導資源，支援九二一及一○二二大地震災區學校師生災後輔導及心理復健工作，並將辦理情形轉由所屬地區大專校院輔導工作協調諮詢中心彙報本部，請查照辦理。,學生事務處,學生事務處,(徐夢玲),徐夢玲,,                                        ,88.0,204.0,1.0,2.0,69.0,10.0,紙本,4.0,0088/204/01/2/69,（已掃描）,088/11/11,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
2705,2705,學生事務處,學生事務處                              ,1980.0,1314.0,880014252.0,總收文,全國民間災後重建聯盟,全盟(八八)字第0024號,088/11/10,建請貴校及所屬學生社團提供重建服務資訊，請惠允填寫後擲回。,學生事務處,學生事務處,(郭振昌),郭振昌,,                                        ,88.0,204.0,1.0,2.0,70.0,10.0,紙本,10.0,0088/204/01/2/70,（已掃描）,088/11/10,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
2706,2706,學生事務處,學生事務處                              ,1981.0,1315.0,880003963.0,學生事務處          ,國立中央大學,,         ,函送本校學生申請貴基金會「九二一」震災助學學生名冊暨申請表(如附件)，請惠予辦理。,學生事務處,學生事務處,(劉家楨),劉家楨,088/12/02,(88)中大學字第3946號                          ,88.0,204.0,1.0,2.0,71.0,10.0,紙本,3.0,0088/204/01/2/71,（已掃描）,         088/12/02,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
2707,2707,學生事務處,學生事務處                              ,1982.0,1316.0,880004359.0,學生事務處          ,國立中央大學,,         ,函送本校學生申請貴基金會「九二一」震災助學學生名冊暨申請表(如附件)，請惠予辦理。,學生事務處,學生事務處,(劉家楨),劉家楨,088/12/31,(88)中大學字第4337號                          ,88.0,204.0,1.0,2.0,72.0,10.0,紙本,1.0,0088/204/01/2/72,（已掃描）,         088/12/31,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
2708,2708,學生事務處,學生事務處                              ,1983.0,1317.0,890010207.0,總收文,教育部,台(八九)社(五)字第8900601號,089/01/15,惠請貴校家住九二一地震災區之學生，於本學期課業結束後儘速返鄉，協助家人及鄉里辦理相關年節活動，請查照。,學生事務處,學生事務處,(邱清真),邱清真,,                                        ,88.0,204.0,1.0,2.0,73.0,10.0,紙本,2.0,0088/204/01/2/73,（已掃描）,089/01/15,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
2709,2709,學生事務處,學生事務處                              ,1984.0,1318.0,880013851.0,總收文,中正理工學院,(88)同思字第3976號,088/10/14,第二十二屆「四中五校聯誼賽」停辦乙次，如附件。請查照！,學生事務處,學生事務處,(郭振昌),郭振昌,,                                        ,88.0,204.0,1.0,2.0,74.0,10.0,紙本,3.0,0088/204/01/2/74,（已掃描）,088/10/14,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
2710,2710,學生事務處,學生事務處                              ,1985.0,2461.0,880010041.0,總收文,臺北市政府兵役處,北市兵二字第8820036100號,088/01/06,抄轉國立中央大學學生劉俊頡一名緩徵原因消滅名冊乙份如附件，請查照。,學生事務處,學生事務處,(鍾秋雄),鍾秋雄,,                                        ,88.0,205.0,1.0,1.0,1.0,10.0,紙本,2.0,0088/205/01/1/1,（已掃描）,088/01/06,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
2711,2711,學生事務處,學生事務處                              ,1986.0,2462.0,880000125.0,學生事務處          ,國立中央大學,,         ,函送本校離校學生緩徵原因消滅名冊二份，請查照。,學生事務處,學生事務處,(鍾秋雄),鍾秋雄,088/01/14,(88)中大學字第0119號                          ,88.0,205.0,1.0,1.0,2.0,10.0,紙本,1.0,0088/205/01/1/2,（已掃描）,         088/01/14,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
2712,2712,學生事務處,學生事務處                              ,1987.0,2463.0,880000122.0,學生事務處          ,國立中央大學,,         ,函送本校儘後召集第二款原因消滅名冊二份，請查照。,學生事務處,學生事務處,(鍾秋雄),鍾秋雄,088/01/14,(88)中大學字第0120號                          ,88.0,205.0,1.0,1.0,3.0,10.0,紙本,1.0,0088/205/01/1/3,（已掃描）,         088/01/14,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
2713,2713,學生事務處,學生事務處                              ,1988.0,2464.0,880010177.0,總收文,臺北縣政府,八八北府兵二字第20945號,088/01/18,檢送徐雍閔等乙名緩徵原因消滅名冊(如附件)，冊內役男若係常備兵徵集對象，請依法徵集，如已遷出應即函知役額所在地，請查照。,學生事務處,學生事務處,(劉久裕),劉久裕,,                                        ,88.0,205.0,1.0,1.0,4.0,10.0,紙本,2.0,0088/205/01/1/4,（已掃描）,088/01/18,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
2714,2714,學生事務處,學生事務處                              ,1989.0,2465.0,880010178.0,總收文,臺北市政府兵役處,北市兵二字第8820125000號,088/01/18,抄轉國立中央大學學生王志宏一名緩徵原因消滅名冊乙份如附件，請查照。,學生事務處,學生事務處,(劉久裕),劉久裕,,                                        ,88.0,205.0,1.0,1.0,5.0,10.0,紙本,2.0,0088/205/01/1/5,（已掃描）,088/01/18,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
2715,2715,學生事務處,學生事務處                              ,1990.0,2466.0,880000588.0,學生事務處          ,國立中央大學,,         ,函送本校離校學生緩徵原因消滅名冊二份，請查照。,學生事務處,學生事務處,(劉久裕),劉久裕,088/03/03,(88)中大軍字第0580號                          ,88.0,205.0,1.0,1.0,6.0,10.0,紙本,1.0,0088/205/01/1/6,（已掃描）,         088/03/03,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
2716,2716,學生事務處,學生事務處                              ,1991.0,2467.0,880000603.0,學生事務處          ,國立中央大學,,         ,檢送本校八十七學年度第二學期申請緩徵學生名冊二份，役男徵額歸屬証明書乙份，請查照。,學生事務處,學生事務處,(劉久裕),劉久裕,088/03/04,(88)中大軍字第0599號                          ,88.0,205.0,1.0,1.0,7.0,10.0,紙本,1.0,0088/205/01/1/7,（已掃描）,         088/03/04,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
