單位（12級）,一二級單位,單位序,原序,公文文號,登記單位,來文者/發文者,來文字號,來文日期,主旨,單位（僅一級）,單位（12級）,（承辦人）,承辦人員,發文時間,發文字號,年度號,分類號,案次號,卷次號,目次號,保存年限,媒體形式,數量（頁）,五層檔號,是否掃描,文件產生日期,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,3222,3846,0870010578,總收文,中華民國紅十字會總會,(87)政字第0073號,087/02/21,前承貴單位參加本會為團體會員，共同推展紅十字運動，至深感荷。依據本會會員會費繳納標準第五條規定：「隸屬於總會之團體會員，每年繳納常年會費新台幣伍仟元」入帳後即奉寄收據。請查照。,學生事務處,學生事務處,(張明奇),張明奇,,                                        ,0087,207,01,5,6,10,紙本,2,0087/207/01/5/6,（已掃描）,087/02/21,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,3223,3847,0870010247,總收文,桃園縣衛生局,八七桃衛七字第0309號,087/01/22,為加強辦理縣內各中上學校學生午餐之衛生管理，茲檢送「餐飲衛生管理建檔資料表」及「桃園縣中上學校午餐供應型式調查表」各乙份，請貴校於(87)年三月一日前依說明段規定，填妥資料後逕寄桃園縣衛生局第七課(桃園市縣府路五十五號傳真電話：3363160)，逾期未繳交學校將列入八,學生事務處,學生事務處,(張明奇),張明奇,,                                        ,0087,207,01,5,10,10,紙本,2,0087/207/01/5/10,（已掃描）,087/01/22,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,3224,3848,0870010976,總收文,桃園縣中壢市衛生所,八七中衛字第026號,087/03/21,檢送本所於三月十九日至貴校執行食品衛生稽查輔導工作紀錄壹份，請輔導改善。,學生事務處,學生事務處,(林黛妙),林黛妙,,                                        ,0087,207,01,5,11,10,紙本,3,0087/207/01/5/11,（已掃描）,087/03/21,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,3225,3849,0870011412,總收文,財團法人中華血液基金會新竹捐血中心,(八七)竹業企字第107號,087/04/22,本中心謹定於八十七年五月十六日(星期六)上午十時，假新竹市政府綜合大禮堂舉行八十六年度捐血績優表揚大會，貴校為捐血績優學校，請派代表出席接受表揚，敬請查照。,學生事務處,學生事務處,(郭振昌),郭振昌,,                                        ,0087,207,01,5,12,10,紙本,3,0087/207/01/5/12,（已掃描）,087/04/22,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,3226,3850,0870001341,學生事務處          ,國立中央大學,,         ,本校為增進師生的食品衛生與營養均衡相關知識，訂於八十七年五月二十日晚上七時至九時於校內游藝館舉辦「食物中毒預防與正確的減肥觀」專題演講，擬邀請貴局張課長信彰蒞校演講，請查照惠允。,學生事務處,學生事務處,(張明奇),張明奇,087/05/04,(87)中大學字第1338號                          ,0087,207,01,5,13,10,紙本,1,0087/207/01/5/13,（已掃描）,         087/05/04,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,3227,3851,0870011637,總收文,教育部,台(87)體(一)字第87047091號,087/05/07,為改善學校飲用水設施，以維護師生健康，本部正研擬學校飲用水衛生改善計畫，請依所附表格詳實填寫，並於八十七年五月十五日前送本部彙辦，俾作為該計畫研擬之參考，請查照。,學生事務處,學生事務處,(張明奇),張明奇,,                                        ,0087,207,01,5,14,10,紙本,2,0087/207/01/5/14,（已掃描）,087/05/07,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,3228,3852,0870011604,總收文,教育部,台(87)體(一)字第87043298號,087/05/06,為增進大專院校教職員工生相關知能，培養其建立健康生活，以促進其健康，八十七學年度本部擬補助學校推動校園衛生保健工作，請依說明事項辦理，請查照。,學生事務處,學生事務處,(張明奇),張明奇,,                                        ,0087,207,01,5,15,10,紙本,2,0087/207/01/5/15,（已掃描）,087/05/06,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,3229,3853,0870011746,總收文,中華民國學校衛生護理學會,(八七)學護字第058號,087/05/14,敬請惠允同意共同主辦北部地區「學校衛生護理研討會」。,學生事務處,學生事務處,(張明奇),張明奇,,                                        ,0087,207,01,5,16,10,紙本,6,0087/207/01/5/16,（已掃描）,087/05/14,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,3230,3854,0870011757,總收文,教育部,台(87)體(一)字第87050853號,087/05/15,行政院衛生署為了解八十六學年度大專院校學生型肝炎血清標誌檢驗及預防注射辦理情形，請依所附表格填寫後逕送該署。請查照。,學生事務處,學生事務處,(張妙娟),張妙娟,,                                        ,0087,207,01,5,17,10,紙本,2,0087/207/01/5/17,（已掃描）,087/05/15,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,3231,3855,0870011794,總收文,教育部,台(87)環字第87050395號,087/05/18,檢送「認識安全的飲用水-相信廣告詞？還是科學數據」、「您所用的飲水機安全嗎？」、「改善飲用水水質的不二法門-加強飲水機的維護管理」等三種宣導摺頁各二份，供學校飲用水水質檢驗及飲水機維護管理參考，請查照。,學生事務處,學生事務處,(張明奇),張明奇,,                                        ,0087,207,01,5,18,10,紙本,2,0087/207/01/5/18,（已掃描）,087/05/18,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,3232,3856,0870011965,總收文,桃園縣環境保護局,桃環三字第8700023183號,087/05/28,召開「桃園縣第二次飲用水管理相關法規宣導-飲用水設備維護及保養-宣導會」，敬請貴單位派乙名人員參加，隨文檢附宣導會程序表乙份，請查照。,學生事務處,學生事務處,(張明奇),張明奇,,                                        ,0087,207,01,5,19,10,紙本,3,0087/207/01/5/19,（已掃描）,087/05/28,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,3233,3857,0870012006,總收文,教育部,台(87)體(一)字第87053337號,087/06/01,中華民國學校衛生護理學會於八十七年六月二十三日至二十五日假國立中央大學舉辦北部地區「學校衛生護理研討會」，請鼓勵貴校護理人員踴躍參與，請查照。,學生事務處,學生事務處,(張明奇),張明奇,,                                        ,0087,207,01,5,20,10,紙本,7,0087/207/01/5/20,（已掃描）,087/06/01,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,3234,3858,0870002313,學生事務處          ,國立中央大學,,         ,請派員就本校附近用餐場所加強查驗，以維師生健康，請查照。,學生事務處,學生事務處,(張明奇),張明奇,087/07/21,(87)中大學字第2303號                          ,0087,207,01,5,21,10,紙本,1,0087/207/01/5/21,（已掃描）,         087/07/21,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,3235,3859,0870013486,總收文,教育部,台(87)體(一)字第87094073號,087/09/04,檢送「環保機關稽查供販賣之包裝或盛裝飲用水水源水質不合格業者名冊」乙份，請貴校、轉知所屬學校福利社應避免販賣水源水質不符飲用水水質標準之包裝水或盛裝水產品，以確保學生之安全健康，請查照。,學生事務處,學生事務處,(張明奇),張明奇,,                                        ,0087,207,01,5,22,10,紙本,2,0087/207/01/5/22,（已掃描）,087/09/04,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,3236,3860,0870013551,總收文,教育部,台(87)體(一)字第87099563號,087/09/08,所送貴校八十七學年度學校衛生委員會會議紀錄案，同意備查。,學生事務處,學生事務處,(張明奇),張明奇,,                                        ,0087,207,01,5,23,10,紙本,2,0087/207/01/5/23,（已掃描）,087/09/08,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,3237,3861,0870011692,總收文,教育部,台(87)體(一)字第87036721號,087/05/12,為增進教師心肺復甦術技能，期降低學生事故傷害程度及死亡人數，本部委託國立中央大學辦理八十六學年度國民中小學教師心肺復甦術推廣試辦活動，請協助安排學校、時間等相關行政作業，請查照。,學生事務處,學生事務處,(張明奇),張明奇,,                                        ,0087,207,01,6,4,10,紙本,5,0087/207/01/6/4,（已掃描）,087/05/12,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,3238,3862,0870001486,學生事務處          ,國立中央大學,,         ,檢陳「桃園縣八十六學年度國民中小學教師心肺復甦術推廣試辦計畫」乙份如附件，請鑒核撥款以利實施。,學生事務處,學生事務處,(張明奇),張明奇,087/05/18,(87)中大學字第1478號                          ,0087,207,01,6,5,10,紙本,1,0087/207/01/6/5,（已掃描）,         087/05/18,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,3239,3863,0870012154,總收文,教育部,台(87)體(一)字第87057575號,087/06/12,所送貴校辦理「八十六學年度國民中小學教師心肺復甦術推廣試辦計畫」案，同意補助新台幣陸萬玖仟玖佰元整，請檢具領據及原始憑證送部辦理撥款及核銷手續，請查照。,學生事務處,學生事務處,(張明奇),張明奇,,                                        ,0087,207,01,6,6,10,紙本,2,0087/207/01/6/6,（已掃描）,087/06/12,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,3240,3864,0870002086,學生事務處          ,國立中央大學,,         ,檢陳鈞部補助本校辦理「桃園縣八十六學年度國民中小學教師心肺復甦術推廣試辦計畫」之領據、原始憑証及實施成果報冊各乙份如附件，請鑒核撥款。,學生事務處,學生事務處,(張明奇),張明奇,087/07/01,(87)中大學字第2053號                          ,0087,207,01,6,7,10,紙本,1,0087/207/01/6/7,（已掃描）,         087/07/01,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,3241,3865,0870012692,總收文,教育部,台(87)體(一)字第87074181號,087/07/14,所送辦理國民中小學教師心肺復甦術推廣試辦活動經費新台幣陸萬玖仟玖佰元整領據，已收並辦理撥款手續；原始憑證，已轉辦核銷手續，請查照。,學生事務處,學生事務處,(張明奇),張明奇,,                                        ,0087,207,01,6,8,10,紙本,2,0087/207/01/6/8,（已掃描）,087/07/14,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,3242,3866,0870002324,學生事務處          ,國立中央大學,,         ,檢送貴府與本校共同主辦「桃園縣八十七學年度國民中小學教師心肺復甦術推廣計畫」乙份如附件，請函轉所屬學校優先列為八十七學年度研習項目，妥適安排時間實施，請查照。,學生事務處,學生事務處,(張明奇),張明奇,087/07/22,(87)中大學字第2319號                          ,0087,207,01,6,9,10,紙本,1,0087/207/01/6/9,（已掃描）,         087/07/22,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,3243,3867,0870012983,總收文,桃園縣政府,八七府教體字第145637號,087/08/03,檢送本府與國立中央大學共同主辦「桃園縣八十七學年度國民中小學教師心肺復甦術推廣計劃」乙份，請有意願辦理此項活動之學校，妥適安排時間並列為八十七學年度研習項目，請查照。,學生事務處,學生事務處,(張明奇),張明奇,,                                        ,0087,207,01,6,10,10,紙本,2,0087/207/01/6/10,（已掃描）,087/08/03,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,3244,3868,0870013233,總收文,教育部,台(87)體(一)字第87083696號,087/08/18,為增進教師心肺復甦術技能，期降低學生事故傷害程度及死亡人數，本部委託國立中央大學辦理八十七學年度國民中小學教師心肺復甦術推廣試辦活動，請協助安排學校、時間等相關行政作業，請查照。,學生事務處,學生事務處,(林黛妙),林黛妙,,                                        ,0087,207,01,6,11,10,紙本,5,0087/207/01/6/11,（已掃描）,087/08/18,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,3245,3869,0870002809,學生事務處          ,國立中央大學,,         ,檢陳「桃園縣八十七學年度國民中小學教師心肺復甦術推廣計畫」乙份如附件，請鑒核撥款以利實施。,學生事務處,學生事務處,(張明奇),張明奇,087/09/01,(87)中大學字第2799號                          ,0087,207,01,6,12,10,紙本,1,0087/207/01/6/12,（已掃描）,         087/09/01,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,3246,3870,0870013758,總收文,教育部,台(87)體(一)字第87099562號,087/09/24,所送貴校辦理「桃園縣八十七學年度國民中小學教師心肺復甦術推廣計畫」案，同意補助新台幣肆拾萬元整，請檢具領據辦理撥款，並請於八十八年六月底前備原始憑證送部辦理核銷手續，請查照。,學生事務處,學生事務處,(張明奇),張明奇,,                                        ,0087,207,01,6,13,10,紙本,2,0087/207/01/6/13,（已掃描）,087/09/24,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,3247,3871,0870003184,學生事務處          ,國立中央大學,,         ,檢陳鈞部補助本校辦理「桃園縣八十七學年度國民中小學教師心肺復甦術推廣計畫」新台幣肆拾萬元整領據乙紙，請鑒核撥款。,學生事務處,學生事務處,(張明奇),張明奇,087/10/03,(87)中大學字第3174號                          ,0087,207,01,6,14,10,紙本,1,0087/207/01/6/14,（已掃描）,         087/10/03,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,3248,3872,0870014082,總收文,教育部,台(八七)體(一)字第87114302號,087/10/20,所送本部補助貴校辦理八十七學年度國民中小學教師心肺復甦術推廣計畫經費新台幣肆拾萬元整領據，已辦理撥款手續，請於八十八年六月底前將原始憑證送部辦理核銷手續，請查照。,學生事務處,學生事務處,(張明奇),張明奇,,                                        ,0087,207,01,6,15,10,紙本,2,0087/207/01/6/15,（已掃描）,087/10/20,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,3249,3873,0870001483,學生事務處          ,國立中央大學,,         ,檢送本校與崇安復健科診所之合約書暨其名片各乙份如附件，請轉知所屬師生參考運用。,學生事務處,學生事務處,(張明奇),張明奇,087/05/16,(87)中大學字第1463號                          ,0087,207,01,6,16,10,紙本,1,0087/207/01/6/16,（已掃描）,         087/05/16,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,3250,3874,0870001560,學生事務處          ,國立中央大學,,         ,檢送本校與中壢祐民醫院之合約書乙份如附件，請轉知所屬師生參考運用。,學生事務處,學生事務處,(張明奇),張明奇,087/05/25,(87)中大學字第1533號                          ,0087,207,01,6,17,10,紙本,1,0087/207/01/6/17,（已掃描）,         087/05/25,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,3251,3875,0870013458,總收文,桃園縣衛生局,八七桃衛三字第8718003號,087/09/02,貴院擬於八十七年九月十六日上午八時三十分至下午五時赴國立中央大學辦理新生體檢乙案，准予備查，請查照。,學生事務處,學生事務處,(張明奇),張明奇,,                                        ,0087,207,01,6,18,10,紙本,2,0087/207/01/6/18,（已掃描）,087/09/02,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,3252,3876,0870012535,總收文,教育部,台(87)技(一)字第87071096號,087/07/06,檢送衛生署函有關「醫療保健服務業」業經行政院勞工委員會核定為勞動基準法第三十二條第二項所稱之特殊行業乙案影本乙份如附件，請查照。,學生事務處,學生事務處,(張明奇),張明奇,,                                        ,0087,207,01,6,30,10,紙本,4,0087/207/01/6/30,（已掃描）,087/07/06,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,3253,3877,0870012850,總收文,教育部,台(87)體(一)字第87079079號,087/07/23,為防止登革熱之發生與蔓延，請轉知所屬學校、貴校徹底整頓校園環境衛生，消除病媒蚊孳生源，並依說明事項辦理，請查照。,學生事務處,學生事務處,(張明奇),張明奇,,                                        ,0087,207,01,6,31,10,紙本,3,0087/207/01/6/31,（已掃描）,087/07/23,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,3254,3878,0870012851,總收文,教育部,台(87)訓(二)字第87067836號,087/07/24,有關公私立大專院校八十七學年度是否繼續委託辦理學生團體保險乙案，復如說明，復請查照。,學生事務處,學生事務處,(張明奇),張明奇,,                                        ,0087,207,01,6,32,10,紙本,3,0087/207/01/6/32,（已掃描）,087/07/24,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,3255,3879,0870013298,總收文,教育部,台(87)體(一)字第87091475號,087/08/24,檢送本部八十七學年度補助大專院校衛生保健活動經費一覽表，請依說明事項辦理，請查照。,學生事務處,學生事務處,(張明奇),張明奇,,                                        ,0087,207,01,6,33,10,紙本,4,0087/207/01/6/33,（已掃描）,087/08/24,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,3256,3880,0870002808,學生事務處          ,國立中央大學,,         ,檢陳本校八十七學年度學校衛生委員會會議記錄乙份如附件，請核備。,學生事務處,學生事務處,(張明奇),張明奇,087/09/01,(87)中大學字第2798號                          ,0087,207,01,6,34,10,紙本,1,0087/207/01/6/34,（已掃描）,         087/09/01,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,3257,3881,0870013232,總收文,臺灣人壽保險股份有限公司,八七臺壽團字第5139號,087/08/18,貴校本（八十七）學年度學生團體保險如要繼續委託本公司承辦，敬請於註冊後二十日內填報投保資料並彙繳保險費，請查照。,學生事務處,學生事務處,(林黛妙),林黛妙,,                                        ,0087,207,01,6,35,10,紙本,3,0087/207/01/6/35,（已掃描）,087/08/18,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,3258,3882,0870002995,學生事務處          ,國立中央大學,,         ,檢陳本校八十七學年度衛生保健活動經費來源分攤表及鈞部補助款貳拾壹萬元整領據各乙份如附件，請鑒核撥款。,學生事務處,學生事務處,(張明奇),張明奇,087/09/18,(87)中大學字第2987號                          ,0087,207,01,6,36,10,紙本,1,0087/207/01/6/36,（已掃描）,         087/09/18,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,3259,3883,0870013790,總收文,教育部,台(87)體(一)字第87107412號,087/09/25,所送本部補助貴校辦理八十七學年度衛生保健活動經費新台幣貳拾壹萬元整領據，已辦理撥款手續，請於八十八年五月底前將支出分攤表併成果報告表送部辦理核銷手續，請查照。,學生事務處,學生事務處,(張明奇),張明奇,,                                        ,0087,207,01,6,37,10,紙本,2,0087/207/01/6/37,（已掃描）,087/09/25,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,3260,3884,0870014046,總收文,教育部,台(八七)體(一)字第87111264號,087/10/15,本部訂於本（八十七）年十一月四日及五日假國立高雄餐旅管理專科學校辦理八十七學年度大專院校餐飲衛生管理研習會（實施計畫如附件一），請指派貴屬實際負責餐飲衛生管理業務主管及餐廳負責人參加，並將報名表（如附件二）於本（八十七）年十月二十日前送該校彙辦，請查照。,學生事務處,學生事務處,(張明奇),張明奇,,                                        ,0087,207,01,7,1,10,紙本,8,0087/207/01/7/1,（已掃描）,087/10/15,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,3261,3885,0870014323,總收文,教育部,台(八七)體(一)字第87123540號,087/11/02,為防範校園中各項傳染病流行，請轉知貴校、貴屬學校加強督導學生之正確洗手習慣，並輔導校內清潔人員，加強手部清潔衛生，以避免疫病之傳播，請查照。,學生事務處,學生事務處,(張明奇),張明奇,,                                        ,0087,207,01,7,2,10,紙本,3,0087/207/01/7/2,（已掃描）,087/11/02,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,3262,3886,0870014388,總收文,教育部,台(八七)訓(二)字第87123531號,087/11/06,八十七學年度第一學期學生團體保險乙案，據臺灣人壽保險股份有限公司表示貴校尚未繳交八十七學年度第一學期學生團體保險保費，如貴校係向該公司投保，請儘速辦理繳費手續，以免損及學生保險權益；並將投保之「學生團體保險參加學生人數及保險費明細表」乙份報送本部，俾憑辦?,學生事務處,學生事務處,(謝文子),謝文子,,                                        ,0087,207,01,7,3,10,紙本,3,0087/207/01/7/3,（已掃描）,087/11/06,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,3263,3887,0870014346,總收文,教育部,台(八七)體(一)字第87121859號,087/11/03,食品工業發展研究所訂於八十七年十一月二十假該所；二十四日假中興大學；二十七日假台南女子技術學院辦理「學校餐飲HACCP系統品保工作一般觀念講習會」，請鼓勵貴屬相關人員依所在地區之分配踴躍報名參加（資料如附），請查照。,學生事務處,學生事務處,(張明奇),張明奇,,                                        ,0087,207,01,7,4,10,紙本,2,0087/207/01/7/4,（已掃描）,087/11/03,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,3264,3888,0870003693,學生事務處          ,國立中央大學,,         ,為增強本校伙委同學督導餐廳衛生的技能，擬於八十七年十一月二十六日（星期四）晚間七至九時，敬邀貴校李學愚老師蒞校演講並實地帶領同學做現場演練，請查照惠允。,學生事務處,學生事務處,(張明奇),張明奇,087/11/10,(87)中大學字第3687號                          ,0087,207,01,7,5,10,紙本,1,0087/207/01/7/5,（已掃描）,         087/11/10,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,3265,3889,0870003795,學生事務處          ,國立中央大學,,         ,為防範校園中各項傳染病流行，請加強轉導戴手套處理清潔工作者，如清理廁所或倒垃圾，手套應於每層樓層之清潔工作完成後隨即丟棄並清洗手部，勿於轉換清理其他樓層時再碰觸其他器具或物品（例如：用戴手套之手碰觸電梯按鈕等），請查照。,學生事務處,學生事務處,(張明奇),張明奇,087/11/19,(87)中大學字第3795號                          ,0087,207,01,7,6,10,紙本,1,0087/207/01/7/6,（已掃描）,         087/11/19,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,3266,3890,0870014588,總收文,桃園縣衛生局,八七桃衛三字第8724702號,087/11/23,貴院擬於八十七年十二月一日上午八時三十分至十二時赴國立中央大學辦理勞工健康檢查乙案，准予備查，請查照。,學生事務處,學生事務處,(張明奇),張明奇,,                                        ,0087,207,01,7,7,10,紙本,2,0087/207/01/7/7,（已掃描）,087/11/23,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,3267,3891,0870014510,總收文,中華民國學校衛生學會,87學衛字第040號,087/11/17,函請撥冗參加本會第二十屆第一次會員大會暨學術研討會。,學生事務處,學生事務處,(張明奇),張明奇,,                                        ,0087,207,01,7,8,10,紙本,3,0087/207/01/7/8,（已掃描）,087/11/17,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,3268,3892,0870014587,總收文,教育部,台(八七)體(一)字第87131609號,087/11/23,中華民國健康促進暨衛生教育學會於八十七年十二月十一日假國立台灣師範大學舉辦「健康教育新視野－健康傳播與行銷學術研討會」，轉請貴屬教師、校護等人員參與，請查照。,學生事務處,學生事務處,(張明奇),張明奇,,                                        ,0087,207,01,7,9,10,紙本,4,0087/207/01/7/9,（已掃描）,087/11/23,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,3269,3893,0870014650,總收文,教育部,台(八七)訓(三)字第87134865號,087/11/27,請配合行政院衛生署辦理十二月「世界愛滋病日」相關宣導活動，並轉知所屬查照辦理。,學生事務處,學生事務處,(劉家楨),劉家楨,,                                        ,0087,207,01,7,10,10,紙本,4,0087/207/01/7/10,（已掃描）,087/11/27,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,3270,3894,0870004204,學生事務處          ,國立中央大學,,         ,請惠知近日頻頻停水原因，並設法確保水質穩定，以維民眾生活品質，請查照見復。,學生事務處,學生事務處,(張明奇),張明奇,087/12/28,(87)中大學字第4194號                          ,0087,207,01,7,11,10,紙本,1,0087/207/01/7/11,（已掃描）,         087/12/28,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,3271,3895,0870014963,總收文,教育部,台(八七)體(一)字第87142943號,087/12/23,檢送台灣省政府衛生處八十七年度「餐飲公共衛生檢查系統計畫」實施HACCP制度通過先期輔導之二十四家餐盒食品工廠名單乙份，請參考。,學生事務處,學生事務處,(張明奇),張明奇,,                                        ,0087,207,01,7,12,10,紙本,6,0087/207/01/7/12,（已掃描）,087/12/23,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,3272,3896,0870014797,總收文,教育部,台(八七)軍字第87138960號,087/12/09,桃園縣崇愛小兒科診所，經行政院衛生署撤銷辦理藥癮治療業務資格，函請查照。,學生事務處,學生事務處,(張明奇),張明奇,,                                        ,0087,207,01,7,13,10,紙本,2,0087/207/01/7/13,（已掃描）,087/12/09,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,3273,3897,0870002326,學生事務處          ,國立中央大學,,         ,檢送本校八十七學年度急救教育計畫及餐飲衛生宣導週計畫各乙份如附件，請惠允繼續共同主辦並酌負計畫經費，請查照見復。,學生事務處,學生事務處,(張明奇),張明奇,087/07/22,(87)中大學字第2314號                          ,0087,207,01,7,16,10,紙本,1,0087/207/01/7/16,（已掃描）,         087/07/22,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,3274,3898,0870002321,學生事務處          ,國立中央大學,,         ,檢送本校八十七學年度急救教育計畫乙份如附件，請惠允繼續共同主辦，並酌負計畫經費，請查照見復。,學生事務處,學生事務處,(張明奇),張明奇,087/07/22,(87)中大學字第2315號                          ,0087,207,01,7,17,10,紙本,1,0087/207/01/7/17,（已掃描）,         087/07/22,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,3275,3899,0870002320,學生事務處          ,國立中央大學,,         ,檢送本校八十七學年度急救教育計畫乙份如附件，請惠允繼續共同主辦，並酌負計畫經費，請查照見復。,學生事務處,學生事務處,(張明奇),張明奇,087/07/22,(87)中大學字第2316號                          ,0087,207,01,7,18,10,紙本,1,0087/207/01/7/18,（已掃描）,         087/07/22,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,3276,3900,0870002322,學生事務處          ,國立中央大學,,         ,檢送貴府與本校合辦八十七學年度急救教育計畫如附件，請惠允繼續共同主辦，並配合負擔計畫經費，請查照見復。,學生事務處,學生事務處,(張明奇),張明奇,087/07/22,(87)中大學字第2317號                          ,0087,207,01,7,19,10,紙本,1,0087/207/01/7/19,（已掃描）,         087/07/22,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,3277,3901,0870002323,學生事務處          ,國立中央大學,,         ,檢送本校八十七學年度急救教育計畫乙份如附件，請惠允指導並提供計畫實施所需之各項支援，請查照惠允。,學生事務處,學生事務處,(張明奇),張明奇,087/07/22,(87)中大學字第2318號                          ,0087,207,01,7,20,10,紙本,1,0087/207/01/7/20,（已掃描）,         087/07/22,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,3278,3902,0870013176,總收文,中壢市社區衛生促進委員會,(八七)衛促字第06號,087/08/13,隨函附送本會與貴校共同辦理八十七學年度急救教育計畫及餐飲衛生宣導計畫配合款貳萬元整，請查照。,學生事務處,學生事務處,(張明奇),張明奇,,                                        ,0087,207,01,7,21,10,紙本,2,0087/207/01/7/21,（已掃描）,087/08/13,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,3279,3903,0870002849,學生事務處          ,國立中央大學,,         ,檢送貴會與本校共同辦理八十七學年度急救教育計畫及餐飲衛生宣導週計畫配合款貳萬元整領據乙紙，請查照撥款。,學生事務處,學生事務處,(張明奇),張明奇,087/09/04,(87)中大學字第2840號                          ,0087,207,01,7,22,10,紙本,1,0087/207/01/7/22,（已掃描）,         087/09/04,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
